BHK,Bathroom,Parking,Area,Per_Sqft,Furnishing,Status,Transaction,Type,Locality,Price
2,1,1,594,10943,Semi-Furnished,Ready_to_move,Resale,Apartment,"Ashoka Apartment, Paschim Vihar Block A2",6500000
3,3,1,14220,10943,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Paschim Vihar Block B4,27500000
3,2,1,800,10943,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Guru Harikishan Nagar, Paschim Vihar",12000000
3,2,2,1500,10943,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sunder Apartments, Sunder Vihar, Paschim Vihar",18000000
3,3,1,1600,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Ashirwad Apartments, Dwarka",15600000
3,3,1,1650,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15500000
3,3,1,1600,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",15200000
3,3,1,1900,,Furnished,Ready_to_move,Resale,Apartment,"Gold Croft Apartment, Aashirwaad Chowk, Dwarka",25000000
3,2,1,1400,,Furnished,Ready_to_move,Resale,Apartment,"Chanakya Apartments, Aashirwaad Chowk, Dwarka",15000000
3,2,1,1550,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Bank Apartments, Aashirwaad Chowk, Dwarka carpet area 1550 sqft status Ready to Move floor 7 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road society Bank Apartments car parking 1 Covered, 1 Open bathroom 2 balcony 3 ownership Freehold A spacious 3 Bedroom flat is available for sale in Dwarka , New Delhi.it is cornor building plenty of sunlight and airy. It is located on the 2 Floor. It has a covered area of 1500 Sq-ft. The flat has vitrified tiles & Mosiac flooring. The flat has 24 Hours Available water supply and No/Rare Powercut.. The property is fantastically located and is much sought-after. The property is available at a very competitive Price. read more Contact Agent View Phone No. Share Feedback Sikka Realtors Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users CRISIL Rating No of employees 12 Sikka Realtors Certified Agent Locality Superstar Aashirwaad Chowk, Dwarka 2500+ Buyers Served",15800000
4,3,1,2000,,Furnished,Ready_to_move,Resale,Apartment,"Mohinder Apartments, Aashirwaad Chowk, Dwarka",31500000
3,3,1,1500,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Bank Apartments, Aashirwaad Chowk, Dwarka",14000000
3,2,1,1550,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",13200000
3,2,1,1600,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000
3,3,1,1600,,Unfurnished,Ready_to_move,Resale,Apartment,"Saheta Apartment, Aashirwaad Chowk, Dwarka",16200000
3,2,1,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Pushpanjali Apartments, Aashirwaad Chowk, Dwarka",15500000
3,2,1,1470,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",14500000
3,2,1,1500,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",14900000
3,3,1,1750,,Furnished,Ready_to_move,Resale,Apartment,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",17200000
3,3,1,1650,,Furnished,Ready_to_move,Resale,Apartment,"Hum Sub Apartment, Aashirwaad Chowk, Dwarka",18000000
3,2,1,1850,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",15500000
3,2,1,1480,,Furnished,Ready_to_move,Resale,Apartment,"Bank Apartments, Aashirwaad Chowk, Dwarka",15800000
2,2,1,1214,,Furnished,Ready_to_move,Resale,Apartment,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",12600000
3,2,1,1380,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",15000000
4,2,1,1600,,Furnished,Ready_to_move,Resale,Apartment,"Sanchar Vihar Apartment, Aashirwaad Chowk, Dwarka",19500000
3,3,1,1585,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",16600000
3,3,1,1700,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aashirwaad Chowk, Dwarka",17200000
2,2,1,1200,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Palm Green Apartment, Aashirwaad Chowk, Dwarka",13000000
4,3,1,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Neelachal, Aashirwaad Chowk, Dwarka",16500000
2,2,1,1000,10700,Semi-Furnished,Ready_to_move,Resale,Apartment,"Kailash Apartments, Aashirwaad Chowk, Dwarka",10700000
3,2,1,1500,10700,Furnished,Ready_to_move,Resale,Apartment,"New Jyoti Apartments, Aashirwaad Chowk, Dwarka",16200000
3,2,1,1700,10700,Furnished,Ready_to_move,Resale,Apartment,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",16500000
3,2,1,1750,10700,Furnished,Ready_to_move,Resale,Apartment,"PNB Employees Apartment, Aashirwaad Chowk, Dwarka",14900000
4,3,1,2700,10700,Furnished,Ready_to_move,Resale,Apartment,"Sadbhawna CGHS, Aashirwaad Chowk, Dwarka",27500000
5,6,,3050,20492,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,62500000
5,5,3,3405,20558,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",70000000
3,3,3,1500,20558,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,35500000
3,3,3,2105,20558,Unfurnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",42100000
4,5,3,2500,17000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Akshardham Temple",42500000
3,4,2,2090,21052,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",44000000
4,5,3,2525,21052,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",43200000
4,4,2,2500,21000,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",52500000
3,4,2,2100,16333,Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",34300000
3,3,2,2022,18793,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Akshardham Temple",38000000
4,5,2,2650,19811,Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,52500000
3,3,2,1850,20270,Unfurnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",37500000
3,3,2,2100,17619,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",37000000
3,4,2,1700,17619,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,40000000
3,3,2,2105,17197,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",36200000
2,3,1,1250,17197,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",29000000
4,5,3,2552,16654,Furnished,Ready_to_move,New_Property,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",42500000
5,6,3,3112,19280,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,60000000
3,3,2,2125,17176,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",36500000
3,4,2,2065,20581,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",42500000
5,4,3,3405,20999,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",71500000
5,5,3,3050,21311,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
5,6,3,2300,21311,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",58000000
2,2,2,1455,18900,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,27500000
5,5,3,3400,20588,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",70000000
5,5,3,3100,20967,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
2,3,3,1400,20967,Unfurnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",28600000
3,3,2,2126,18344,Semi-Furnished,Ready_to_move,Resale,Apartment,"Common Wealth Games Village, Commonwealth Games Village 2010",39000000
3,3,2,1815,17906,Semi-Furnished,Ready_to_move,Resale,Apartment,Commonwealth Games Village 2010,32500000
3,3,2,1700,17906,Unfurnished,Ready_to_move,Resale,Apartment,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",34000000
2,2,,700,,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,16500000
2,2,2,980,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Shivalik Apartments, Alaknanda",13800000
3,3,2,1350,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",21000000
3,3,2,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Gangotri Enclave, Alaknanda",22500000
2,2,2,968.751,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Aravali Apartments, Alaknanda",15000000
3,3,2,1250,,Semi-Furnished,Ready_to_move,New_Property,Apartment,"Narmada Apartment, Alaknanda",20000000
3,3,2,1800,,Furnished,Ready_to_move,New_Property,Apartment,"Aravali Apartments, Alaknanda",20000000
3,2,2,1400,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Shivalik Apartments, Alaknanda",26000000
3,3,2,1000,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",19500000
4,2,1,1800,,Semi-Furnished,Ready_to_move,Resale,Apartment,"Tara Apartment, Alaknanda",21500000
3,3,1,1500,,Unfurnished,Ready_to_move,New_Property,Apartment,Alaknanda,26500000
3,3,2,1600,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",20000000
3,3,1,1400,12500,Furnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road society Narmada Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Near Alaknanda Main Market & Greater Kailash Metro Station. A very good 3 bhk flat for sale in rwa Narmada Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",18000000
3,2,1,1400,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
4,4,2,2700,12500,Unfurnished,Ready_to_move,Resale,Builder_Floor,Greater Kailash 4 Nri Colony,36500000
2,2,2,1100,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,15000000
2,2,2,1200,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,17500000
2,2,2,1400,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,14000000
3,3,2,1500,12500,Semi-Furnished,Ready_to_move,Resale,Apartment,"Project Gangotri Enclave, Alaknanda",21000000
3,2,2,1320,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,15600000
3,3,2,1300,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Project Gangotri Enclave, Gangotri Enclave, Alaknanda",19000000
2,2,1,1150,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Narmada Apartment, Alaknanda",16500000
3,3,1,1440,12500,Unfurnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
2,2,1,1400,12500,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",16500000
1,1,1,450,12500,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Alaknanda,3000000
2,2,1,1300,11538,Semi-Furnished,Ready_to_move,Resale,Apartment,"Yamuna Apartment, Alaknanda",15000000
2,2,1,1200,11538,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",14300000
3,2,1,1300,11538,Unfurnished,Ready_to_move,Resale,Apartment,"Nilgiri Apartment, Alaknanda",18500000
3,3,1,1400,11538,Furnished,Ready_to_move,Resale,Apartment,"Tara Apartment, Alaknanda carpet area 1400 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park society Tara Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 4 ownership Freehold Near Alaknanda Main Market, Jamia Humderd University & Batra hospital. A very good 3 bhk flat for sale in rwa Tara Apartment, delhi south. It is a superb property and offers an excellent view. The flat is unfurnished. It promises a comfortable stay. It is feng shuivaastu compliant, which is considered to bring positive energy. The appeal of the flat has been increased with the availability of a pipedGa. Indeed, the society too has multiple facilities for enjoyment, such as club housecommunity center and fitness centregym etc. It also has rain water harvesting system. It has a super builtUp area of 180 sq. Yards. Other f read more Contact Agent View Phone No. Share Feedback Agent Sulabh Estate",19000000
3,3,1,1400,11538,Semi-Furnished,Ready_to_move,Resale,Apartment,Alaknanda,19000000
3,2,1,1500,,,Ready_to_move,Resale,,"Sarita Vihar, Mathura Road carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale ownership Freehold overlooking Main Road car parking 1 Open bathroom 2 balcony 2 furnishing Unfurnished For sale second third duplex .spacious 3 bedrooms with 2 washrooms drawing and dining and moduler kitchen one scooter garrage. read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",13500000
4,2,2,1600,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 2 ownership Freehold For sale First second third duplex in sarita vihar DDA Flates . this house free hold property clear titel . this flate well maintained and spacious peacefull location . no issue light water and parking read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",15800000
10,4,2,1200,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000
4,2,1,1600,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Main Road society DDA Flats car parking 1 Open bathroom 2 balcony 2 ownership Freehold For slae Ground First Duplex in sarita vihar .posh locality in south delhi DDa coloney . This house spacious 4 bedrooms with 2 washrooms drawing and dinning . free hold proerty clear titel . near by all amnites . well develop location . read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",15500000
3,2,2,1250,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16000000
2,2,2,950,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12900000
3,3,2,1200,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000
4,2,2,1400,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000
2,2,2,950,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13200000
3,3,2,1350,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",14000000
4,2,2,1550,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17500000
3,2,2,1300,,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17000000
2,2,2,1000,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13000000
3,3,2,1500,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",17000000
2,2,2,950,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000
3,2,2,1200,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13500000
4,2,2,1400,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17400000
4,2,2,1500,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",17800000
2,2,2,1050,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12700000
4,2,2,1550,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",16200000
2,2,2,950,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",11100000
2,2,2,1150,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000
2,2,2,1150,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar Pocket K",13100000
2,2,2,1150,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",12500000
3,2,2,1500,,Furnished,Ready_to_move,Resale,Apartment,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",13600000
4,4,2,1800,6667,Furnished,Ready_to_move,New_Property,Apartment,"Sidharth Enclave, Kilokri, Ring Road",12000000
3,3,1,1300,15384,Furnished,Ready_to_move,New_Property,Apartment,"Sidharth Enclave, Kilokri, Ring Road",20000000
2,2,1,1150,15384,Unfurnished,Ready_to_move,Resale,Apartment,Sarita Vihar Pocket B,13500000
3,2,1,1500,15384,Unfurnished,Ready_to_move,Resale,Apartment,Sarita Vihar Pocket F,14000000
2,2,2,1150,15384,Semi-Furnished,Ready_to_move,Resale,Apartment,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1150 sqft status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 3 ownership Freehold 2 BHK flat available for sale in sarita vihar excellent interiors flooring in all bedrooms complete wood work modular kitchen beautiful bathrooms extremely well maintained ample parking space read more Contact Agent View Phone No. Share Feedback Lavish Associates Certified Agent Trusted by Users Genuine Listings Market Knowledge",10800000
3,2,1,900,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"New Manglapuri, Sultanpur",9000000
3,2,1,1150,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",6300000
3,3,1,1000,,Semi-Furnished,Ready_to_move,New_Property,Apartment,Sultanpur Extension,5500000
1,1,1,450,5222,Semi-Furnished,Ready_to_move,Resale,Apartment,"New Manglapuri, Sultanpur",2350000
3,3,1,1350,5222,Semi-Furnished,Ready_to_move,Resale,Apartment,Sultanpur,8500000
1,2,1,445,5222,Semi-Furnished,Ready_to_move,Resale,Apartment,Sultanpur Extension,1650000
2,2,1,1200,8333,Semi-Furnished,Ready_to_move,Resale,Apartment,"Manglapuri, Sultanpur",10000000
1,1,1,50,8333,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Indra Park Palam, Manglapuri",1500000
2,2,1,1100,8333,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Sultanpur carpet area 1100 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Main Road car parking 1 Covered bathroom 2 balcony 2 ownership Freehold 2 bhk flat available in sultanpur, near metro station, loan facility available, with registry, all the modern facilities are variable, with car parking, near market, fully ventilated. read more Contact Agent View Phone No. Share Feedback Agent Delhi Dream 3500+ Buyers Served",2800000
2,2,1,700,3714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Sultanpur Extension,2600000
1,1,1,500,3714,Furnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",2350000
1,1,1,540,3714,Unfurnished,Ready_to_move,Resale,Apartment,Sultanpur Extension,2350000
1,1,1,450,3714,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Sultanpur,2000000
2,2,1,800,3714,Semi-Furnished,Almost_ready,Resale,Builder_Floor,Sultanpur,5000000
2,2,1,700,3714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",3500000
2,2,1,750,3714,Semi-Furnished,Almost_ready,Resale,Builder_Floor,Sultanpur,4500000
2,2,1,750,3714,Unfurnished,Ready_to_move,Resale,Builder_Floor,Sultanpur,4000000
3,3,1,1600,3714,Unfurnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",10800000
3,2,1,1000,3714,Unfurnished,Ready_to_move,New_Property,Builder_Floor,"New Manglapuri, Sultanpur",10000000
3,3,1,1600,3714,Unfurnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",10800000
3,2,1,900,3714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Manglapuri, Sultanpur",9000000
3,3,1,1700,3714,Semi-Furnished,Ready_to_move,New_Property,Apartment,"New Manglapuri, Sultanpur",8500000
3,2,1,1100,3714,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"New Manglapuri, Sultanpur",6000000
3,3,1,1000,3714,Semi-Furnished,Ready_to_move,New_Property,Apartment,"New Manglapuri, Sultanpur",5500000
3,2,1,1000,7000,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Manglapuri, Sultanpur",7000000
3,2,1,1100,5455,Furnished,Ready_to_move,Resale,Apartment,Sultanpur,6000000
3,2,1,765,4837,Unfurnished,Ready_to_move,Resale,Builder_Floor,"Manglapuri, Sultanpur",3700000
2,2,1,900,3444,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Indra Park Palam, Manglapuri",3100000
2,2,1,600,3444,Unfurnished,Ready_to_move,Resale,Apartment,Sultanpur,4500000
1,1,1,360,4167,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Indra Park Palam, Manglapuri",1500000
3,2,,950,,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,Chhattarpur,7090000
2,2,1,3600,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",4500000
4,3,1,1305,,Unfurnished,Almost_ready,New_Property,Builder_Floor,"JVTS Gardens, Chhattarpur",5500000
3,4,2,1800,,Semi-Furnished,Almost_ready,New_Property,Apartment,Chhattarpur,63000000
3,2,2,950,,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,Chhattarpur,6990000
2,2,1,800,,Semi-Furnished,Ready_to_move,New_Property,Apartment,Chhattarpur,4400000
4,4,1,1800,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chhattarpur Enclave Phase2,12500000
2,2,1,800,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,3000000
2,2,1,675,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,2800000
3,3,4,1175,,Unfurnished,Almost_ready,New_Property,Builder_Floor,"JVTS Gardens, Chhattarpur",5000000
3,3,4,1500,,Unfurnished,Ready_to_move,Resale,Builder_Floor,Chhattarpur,6000000
2,2,4,810,,Unfurnished,Ready_to_move,Resale,Apartment,Chhattarpur,4500000
2,2,1,630,,Unfurnished,Ready_to_move,Resale,Apartment,Chhattarpur Enclave Phase2,2800000
2,2,1,650,,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chhattarpur,2500000
4,4,1,1800,,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur Enclave Phase2,8500000
2,2,1,725,4138,Furnished,Ready_to_move,Resale,Apartment,Chhattarpur,3000000
3,2,1,900,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,4900000
2,2,1,750,4138,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,3500000
2,2,1,700,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur Enclave Phase2,3000000
3,2,1,950,4138,Semi-Furnished,Almost_ready,New_Property,Builder_Floor,Chhattarpur,7020000
3,4,1,1600,4138,Unfurnished,Almost_ready,New_Property,Apartment,"DLF Chattarpur Farms, Chhattarpur",60000000
2,2,1,900,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,3500000
3,3,1,1500,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,7000000
2,1,2,500,4138,Semi-Furnished,Ready_to_move,Resale,Apartment,Chhattarpur Enclave Phase2,7000000
3,3,1,1035,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur Enclave Phase2,4500000
3,2,1,825,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,"Aravali Tower, Chhattarpur",5990000
3,3,1,1300,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,4400000
2,2,4,765,4138,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur,2500000
1,1,1,580,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur Enclave Phase2,1600000
3,3,1,1750,4138,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chhattarpur Enclave Phase2,6500000
2,2,,650,,Semi-Furnished,Ready_to_move,Resale,Apartment,Mehrauli,2750000
1,1,,405,,Semi-Furnished,Ready_to_move,New_Property,Apartment,Mehrauli,1500000
